title,genres,popularity,vote_average,overview,genres_list,mood_label,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_Foreign,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western,popularity_scaled,vote_scaled,cluster
Flags of Our Fathers,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",23.9366,6.7,"There were five Marines and one Navy Corpsman photographed raising the U.S. flag on Mt. Suribachi by Joe Rosenthal on February 23, 1945. This is the story of three of the six surviving servicemen – John 'Doc' Bradley, Pvt. Rene Gagnon and Pvt. Ira Hayes, who fought in the battle to take Iwo Jima from the Japanese.","['War', 'Drama', 'History']",Sad,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.07278515292428622,0.51362773821143,2
Law Abiding Citizen,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",49.593978,7.2,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,"['Drama', 'Crime', 'Thriller']",Sad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.877989966026527,0.952025502039468,0
Grindhouse,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",16.637642,6.8,Two full length feature horror movies written by Quentin Tarantino and Robert Rodriguez put together as a two film feature. Including fake movie trailers in between both movies.,"['Thriller', 'Action', 'Horror']",Angry,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.15627785235361488,0.6013072909770374,2
Beloved,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1.453765,5.9,"After Paul D. finds his old slave friend Sethe in Ohio and moves in with her and her daughter Denver, a strange girl comes along by the name of ""Beloved"". Sethe and Denver take her in and then strange things start to happen...","['Drama', 'Thriller']",Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.6327930614272939,-0.1878086839134305,2
Lucky You,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6.162872,5.4,A professional poker player whose astounding luck at the table fails to translate into his lonesome love life attempts to win the World Series of Poker while simultaneously earning the affections of a beautiful Las Vegas singer.,"['Drama', 'Romance']",Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.48500728137551097,-0.6262064477414685,1
Catch Me If You Can,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",73.944049,7.7,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.","['Drama', 'Crime']",Sad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.642167598229681,1.390423265867506,0
Zero Dark Thirty,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",38.306954,6.7,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L. Team 6 in May, 2011.","['Thriller', 'Drama', 'History']",Sad,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5237695912711444,0.51362773821143,2
The Break-Up,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",26.251217,5.6,"Cohabitating couple Gary and Brooke find their once-blissful romance on the rocks when petty spats about lemons and dirty dishes mushroom into an all-out battle for custody of their upscale Chicago condo. An escalating argument ensues as Gary and Brooke continue to live under the same roof, all while cooking up schemes to drive each other off the premises.","['Romance', 'Comedy']",Relaxed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1454247168301643,-0.4508473422102539,1
Mamma Mia!,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",30.780599,6.4,"Set on an idyllic Greek island, the plot serves as a background for a wealth of ABBA hit songs. Donna, an independent, single mother who owns a small hotel on the island is about to let go of Sophie, the spirited young daughter she's raised alone. But Sophie has secretly invited three of her mother's ex-lovers in the hopes of finding her father.","['Comedy', 'Romance']",Happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.28757019197492195,0.25058907991460744,2
Valentine's Day,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",25.41929,5.7,"More than a dozen Angelenos navigate Valentine's Day from early morning until midnight. Three couples awake together, but each relationship will sputter; are any worth saving? A grade-school boy wants flowers for his first true love; two high school seniors plan first-time sex at noon; a TV sports reporter gets the assignment to find romance in LA; a star quarterback contemplates his future; two strangers meet on a plane; grandparents, together for years, face a crisis; and, an ""I Hate Valentine's Day"" dinner beckons the lonely and the lied to. Can Cupid finish his work by midnight?","['Comedy', 'Romance']",Happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.11931637385958843,-0.36316778944464584,1
The Dukes of Hazzard,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",15.98212,5.1,"Cousins, Bo and Luke Duke, with the help of their eye-catching cousin, Daisy and moonshine-running Uncle Jesse, try and save the family farm from being destroyed by Hazzard County's corrupt commissioner, Boss Hogg. Their efforts constantly find the 'Duke Boys' eluding authorities in 'The General Lee', their 1969 orange Dodge Charger that keeps them one step ahead of the dimwitted antics of the small southern town's Sheriff, Roscoe P. Coltrane.","['Action', 'Adventure', 'Comedy']",Angry,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17685008188908835,-0.8892451060382919,1
The Thin Red Line,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",40.072583,7.2,"Based on the graphic novel by James Jones, The Thin Red Line tells the story of a group of men, an Army Rifle company called C-for-Charlie, who change, suffer, and ultimately make essential discoveries about themselves during the fierce World War II battle of Guadalcanal. It follows their journey, from the surprise of an unopposed landing, through the bloody and exhausting battles that follow, to the ultimate departure of those who survived. A powerful frontline cast - including Sean Penn, Nick Nolte, Woody Harrelson and George Clooney - explodes into action in this hauntingly realistic view of military and moral chaos in the Pacific during World War II.","['Drama', 'History', 'War']",Sad,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5791802793372789,0.952025502039468,2
The Change-Up,"[{""id"": 35, ""name"": ""Comedy""}]",32.015477,5.9,"Dave is a married man with two kids and a loving wife , and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain when lightning strikes, they switch bodies.",['Comedy'],Happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326324335488498,-0.1878086839134305,1
Man on the Moon,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",24.444186,6.9,"A film about the life and career of the eccentric avant-garde comedian, Andy Kaufman.","['Comedy', 'Drama', 'Romance']",Happy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.08871471089639521,0.6889868437426454,2
Casino,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",40.06688,7.8,The life of the gambling paradise – Las Vegas – and its dark mafia underbelly.,"['Drama', 'Crime']",Sad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5790013022395752,1.4781028186331133,2
From Paris with Love,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",27.916284,6.1,"James Reese has a good job as an ambassador's aid in France, but his real passion is a side gig, working in a minor role in the CIA. He would love to be a full-fledged agent and can't believe his luck when he lands an assignment with Charlie Wax. Trigger-happy Charlie soon has James crying for his desk job, but when he learns that the same guys they're trying to catch are after him, James realizes that Charlie may be his only hope of survival.","['Action', 'Crime', 'Thriller']",Angry,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.19767947031813604,-0.012449578382215937,1
Bulletproof Monk,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",15.20707,5.1,"A mysterious and immortal Tibetan kung fu master, who has spent the last 60 years traveling around the world protecting the ancient Scroll of the Ultimate, mentors a selfish street kid in the ancient intricacies of kung fu.","['Action', 'Comedy', 'Fantasy']",Angry,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.20117345547757007,-0.8892451060382919,1
"Me, Myself & Irene","[{""id"": 35, ""name"": ""Comedy""}]",39.001682,6.1,"Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.",['Comedy'],Happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5455722216645111,-0.012449578382215937,1
Barnyard,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",10.430832,5.3,"When things get crazy at the farm, it's up to a boisterous bovine named Otis (voiced by Kevin James) to save the day in this computer-animated tale. The animals in this barnyard sing, dance and party, but Otis's stern dad (Sam Elliott) warns the crew to keep their cool around humans. Troublemaker Otis rarely listens to his pop, but when the farmer disappears and the animals go nutty, the young cow realizes he must stop the madness.","['Animation', 'Comedy', 'Family']",Happy,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.35106600592141585,-0.7138860005070765,1
Deck the Halls,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",5.952527,5.1,Two neighbors have it out after one of them decorates his house for the holidays so brightly that it can be seen from space.,"['Comedy', 'Family']",Happy,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.4916085329302096,-0.8892451060382919,1
The Twilight Saga: New Moon,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",94.815867,5.6,"Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.","['Adventure', 'Fantasy', 'Drama', 'Romance']",Sad,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2.2971873088093817,-0.4508473422102539,0
Shrek,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",67.298732,7.3,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Happy,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.4336177911141548,1.0397050548050752,0
The Adjustment Bureau,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",26.60772,6.5,"A man glimpses the future Fate has planned for him – and chooses to fight for his own destiny. Battling the powerful Adjustment Bureau across, under and through the streets of New York, he risks his destined greatness to be with the only woman he's ever loved.","['Science Fiction', 'Thriller', 'Romance']",Relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.15661284102139647,0.33826863268021473,2
Robin Hood: Prince of Thieves,"[{""id"": 12, ""name"": ""Adventure""}]",28.803729,6.6,"When the dastardly Sheriff of Nottingham murders Robin's father, the legendary archer vows vengeance. To accomplish his mission, Robin joins forces with a band of exiled villagers (and comely Maid Marian), and together they battle to end the evil sheriff's reign of terror.",['Adventure'],Neutral,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22553013320985935,0.425948185445822,2
Jerry Maguire,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",27.039636,6.7,"Jerry Maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. Then, one day, he suddenly has second thoughts about what he's really doing. When he voices these doubts, he ends up losing his job and all of his clients, save Rod Tidwell, an egomaniacal football player.","['Comedy', 'Drama', 'Romance']",Happy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.17016764939097612,0.51362773821143,2
Ted,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",68.87691,6.3,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.","['Comedy', 'Fantasy']",Happy,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.483145709420229,0.1629095271489994,0
As Good as It Gets,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",37.885022,7.2,"New York City. Melvin Udall, a cranky, bigoted, obsessive-compulsive writer, finds his life turned upside down when neighboring gay artist Simon is hospitalized and his dog is entrusted to Melvin. In addition, Carol, the only waitress who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.","['Comedy', 'Romance']",Happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5105281105086966,0.952025502039468,2
Patch Adams,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",35.537397,7.0,"Meet Patch Adams, a doctor who doesn't look, act or think like any doctor you've met before. For Patch, humor is the best medicine, and he's willing to do just anything to make his patients laugh - even if it means risking his own career.","['Comedy', 'Drama']",Happy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43685265741449697,0.7766663965082526,2
Anchorman 2: The Legend Continues,"[{""id"": 35, ""name"": ""Comedy""}]",38.125008,6.0,"With the 70s behind him, San Diego's top rated newsman, Ron Burgundy, returns to take New York's first 24-hour news channel by storm.",['Comedy'],Happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5180595847800409,-0.10012913114782322,1
Mr. Deeds,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",18.121404,5.6,"When Longfellow Deeds, a small-town pizzeria owner and poet, inherits $40 billion from his deceased uncle, he quickly begins rolling in a different kind of dough. Moving to the big city, Deeds finds himself besieged by opportunists all gunning for their piece of the pie. Babe, a television tabloid reporter, poses as an innocent small-town girl to do an exposé on Deeds.","['Comedy', 'Romance']",Happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.10971298887075216,-0.4508473422102539,1
Super 8,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",37.069253,6.6,"In 1979 Ohio, several youngsters are making a zombie movie with a Super-8 camera. In the midst of filming, the friends witness a horrifying train derailment and are lucky to escape with their lives. They soon discover that the catastrophe was no accident, as a series of unexplained events and disappearances soon follows. Deputy Jackson Lamb, the father of one of the kids, searches for the terrifying truth behind the crash.","['Thriller', 'Science Fiction', 'Mystery']",Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.4849268536234607,0.425948185445822,0
Erin Brockovich,"[{""id"": 18, ""name"": ""Drama""}]",30.347332,7.1,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.",['Drama'],Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27397298520818353,0.86434594927386,2
How to Lose a Guy in 10 Days,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",23.854701,6.3,"An advice columnist, Andie Anderson (Kate Hudson), tries pushing the boundaries of what she can write about in her new piece about how to get a man to leave you in 10 days. Her editor, Lana (Bebe Neuwirth), loves it, and Andie goes off to find a man she can use for the experiment. Enter executive Ben Berry (Matthew McConaughey), who is so confident in his romantic prowess that he thinks he can make any woman fall in love with him in 10 days. When Andie and Ben meet, their plans backfire.","['Comedy', 'Romance']",Happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0702149187800077,0.1629095271489994,1
22 Jump Street,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}]",52.380982,7.0,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.","['Crime', 'Comedy', 'Action']",Happy,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9654544386213182,0.7766663965082526,0
Interview with the Vampire,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 10749, ""name"": ""Romance""}]",50.163785,7.2,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.","['Horror', 'Romance']",Relaxed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.8958722039909576,0.952025502039468,0
Yes Man,"[{""id"": 35, ""name"": ""Comedy""}]",43.849351,6.4,Carl Allen has stumbled across a way to shake free of post-divorce blues and a dead-end job: embrace life and say yes to everything.,['Comedy'],Happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6977064892863438,0.25058907991460744,0
Central Intelligence,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",45.318703,6.2,"After he reunites with an old pal through Facebook, a mild-mannered accountant is lured into the world of international espionage.","['Action', 'Comedy']",Angry,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7438191241214935,0.07522997438339211,0
Stepmom,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",16.368283,6.9,"Jackie is a divorced mother of two. Isabel is the career minded girlfriend of Jackie’s ex-husband Luke, forced into the role of unwelcome stepmother to their children. But when Jackie discovers she is ill, both women realise they must put aside their differences to find a common ground and celebrate life to the fullest, while they have the chance.","['Drama', 'Romance']",Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.16473113870471456,0.6889868437426454,2
Daddy's Home,"[{""id"": 35, ""name"": ""Comedy""}]",38.616744,5.8,"The story of a mild-mannered radio executive (Ferrell) who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids.",['Comedy'],Happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5334917226226389,-0.27548823667903855,1
Into the Woods,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",65.90161,5.6,"In a woods filled with magic and fairy tale characters, a baker and his wife set out to end the curse put on them by their neighbor, a spiteful witch.","['Fantasy', 'Comedy', 'Music']",Happy,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.3897719484527953,-0.4508473422102539,0
Inside Man,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",45.220386,7.3,"Bank robber Dalton Russell enters a Manhattan bank, locks the doors and takes hostages, working methodically and without haste. Detective Frazier is assigned to negotiate, but his mind is occupied with the corruption charges he is facing. With an army of police surrounding the bank, the thief, the cop and a high-profile 'fixer' enter high-stakes negotiations.","['Crime', 'Drama', 'Thriller']",Sad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7407336443187728,1.0397050548050752,2
Payback,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",17.457947,6.7,"With friends like these, who needs enemies? That's the question bad guy Porter is left asking after his wife and partner steal his heist money and leave him for dead -- or so they think. Five months and an endless reservoir of bitterness later, Porter's partners and the crooked cops on his tail learn how bad payback can be.","['Drama', 'Action', 'Thriller', 'Crime']",Sad,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1305342423007157,0.51362773821143,2
Congo,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",10.755847,5.0,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.","['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",Angry,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,-0.34086606879882975,-0.9769246588038991,1
We Bought a Zoo,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",38.629763,6.5,"Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo – welcome news for his daughter, but his son is not happy about it. The zoo is need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble.","['Drama', 'Comedy', 'Family']",Sad,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5339002975542542,0.33826863268021473,2
Knowing,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",32.693093,5.9,A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",Angry,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0.34758994043983354,-0.1878086839134305,1
Failure to Launch,"[{""id"": 35, ""name"": ""Comedy""}]",18.806031,5.5,"Tripp, an attractive man in his thirties, is still living with his parents Al and Sue. Tripp's best friends Demo and Ace are also still living in their parents' homes and seem proud of it. Al and Sue are not happy, however, and are fascinated when friends whose adult son has recently moved away from home reveal they hired an expert to arrange the matter and couldn't be happier with the result.",['Comedy'],Happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0882273578924133,-0.5385268949758611,1
The Ring Two,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",32.233713,5.4,Rachel Keller must prevent evil Samara from taking possession of her son's soul.,"['Drama', 'Horror', 'Thriller']",Sad,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.33317323008685423,-0.6262064477414685,1
"Crazy, Stupid, Love.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",37.990705,7.0,"Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.","['Comedy', 'Drama', 'Romance']",Happy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5138447572940027,0.7766663965082526,2
Garfield,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",17.667826,5.2,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.","['Animation', 'Comedy', 'Family']",Happy,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.12394761521165439,-0.8015655532726838,1
Christmas with the Kranks,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",9.225166,5.2,"Luther Krank is fed up with the commerciality of Christmas; he decides to skip the holiday and go on a vacation with his wife instead. But when his daughter decides at the last minute to come home, he must put together a holiday celebration.","['Comedy', 'Family']",Happy,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.38890339001396523,-0.8015655532726838,1
Moneyball,"[{""id"": 18, ""name"": ""Drama""}]",46.180421,7.0,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.",['Drama'],Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7708623972547357,0.7766663965082526,2
Outbreak,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",30.397496,6.3,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.","['Action', 'Drama', 'Science Fiction', 'Thriller']",Angry,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.2755472806893687,0.1629095271489994,2
Non-Stop,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",83.295796,6.8,"Bill Marks is a burned-out veteran of the Air Marshals service. He views the assignment not as a life-saving duty, but as a desk job in the sky. However, today's flight will be no routine trip. Shortly into the transatlantic journey from New York to London, he receives a series of mysterious text messages ordering him to have the government transfer $150 million into a secret account, or a passenger will die every 20 minutes.","['Action', 'Thriller', 'Mystery']",Angry,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.9356532262355681,0.6013072909770374,0
